ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
123.8469160,-38.9898984,08h15m23.26s,-38d59m23.63s,0.0391,0.0436,-0.0123,11.389,0.018,61.1,14.420,11.293,0.025,43.3,2.766,1,0,0000,AA,5,59531.73973451,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.558446,235.25882000000001
123.8468885,-38.9898553,08h15m23.25s,-38d59m23.48s,0.0386,0.0439,-0.0132,11.329,0.021,52.7,13.370,10.969,0.025,43.7,4.462,1,0,0000,AA,5,58226.52948344,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.56011,253.072639
123.8468964,-38.9898722,08h15m23.26s,-38d59m23.54s,0.0452,0.0496,0.0063,11.473,0.022,49.4,15.520,11.264,0.027,40.5,3.670,1,0,0000,AA,5,59531.80505887,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.560413,246.449203
123.8468965,-38.9898728,08h15m23.26s,-38d59m23.54s,0.0361,0.0407,-0.0035,11.180,0.019,58.2,11.880,10.922,0.024,44.9,2.827,1,0,0000,AA,5,58436.44023120,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.561028,246.235564
123.8468967,-38.9898732,08h15m23.26s,-38d59m23.54s,0.0418,0.0423,-0.0153,11.344,0.022,50.1,13.850,11.082,0.025,44.0,3.784,1,0,0000,AA,5,59322.35400762,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.561096,246.077959
123.8468830,-38.9898392,08h15m23.25s,-38d59m23.42s,0.0386,0.0367,0.0076,11.293,0.021,51.4,14.230,10.907,0.021,51.1,6.041,1,0,0000,AA,5,58958.93244269,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.561163,259.203245
123.8468865,-38.9898516,08h15m23.25s,-38d59m23.47s,0.0369,0.0425,-0.0073,11.329,0.020,53.3,6.648,10.970,0.022,48.5,2.114,1,0,0000,AA,10,58227.77281267,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.561769,254.538658
123.8468791,-38.9898205,08h15m23.25s,-38d59m23.35s,0.0419,0.0446,0.0107,11.369,0.023,47.2,8.897,11.224,0.025,42.8,3.700,1,0,0000,AA,5,59532.26258402,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.563414,266.153013
123.8468903,-38.9898640,08h15m23.25s,-38d59m23.51s,0.0429,0.0460,-0.0075,11.426,0.021,51.7,15.050,11.222,0.024,44.6,4.046,1,0,0000,AA,5,59532.19713235,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.565281,249.885373
123.8469144,-38.9899011,08h15m23.26s,-38d59m23.64s,0.0392,0.0453,-0.0133,11.339,0.019,57.5,10.560,11.104,0.028,38.4,1.530,1,0,0000,AA,5,59168.04784203,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.56769,234.710168
123.8468910,-38.9898681,08h15m23.25s,-38d59m23.53s,0.0389,0.0440,-0.0193,11.360,0.018,60.8,11.390,11.197,0.023,46.9,3.348,1,0,0000,AA,5,59323.39983392,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.568705,248.421013
123.8469151,-38.9899029,08h15m23.26s,-38d59m23.65s,0.0495,0.0592,-0.0029,11.445,0.024,45.4,17.770,11.182,0.028,38.2,3.666,1,0,0000,AA,5,59167.72083839,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.569866,234.064594
123.8468809,-38.9898459,08h15m23.25s,-38d59m23.45s,0.0476,0.0455,0.0116,11.369,0.023,47.1,10.970,11.135,0.027,40.1,3.486,1,0,0000,AA,5,59322.28855590,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.571902,256.939252
123.8468829,-38.9898557,08h15m23.25s,-38d59m23.48s,0.0375,0.0408,-0.0130,11.338,0.017,62.3,7.705,11.158,0.023,46.9,2.664,1,0,0000,AA,10,59167.65551402,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.575524,253.389686
123.8468792,-38.9898452,08h15m23.25s,-38d59m23.44s,0.0423,0.0420,0.0069,11.424,0.019,56.6,11.290,11.248,0.029,37.4,2.201,1,0,0000,AA,5,59531.93583494,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.575975,257.290381
123.8468803,-38.9898496,08h15m23.25s,-38d59m23.46s,0.0353,0.0408,-0.0035,11.243,0.019,56.4,6.606,10.958,0.024,45.5,1.943,1,0,0000,AA,5,58593.34864017,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.576688,255.687689
123.8468761,-38.9898350,08h15m23.25s,-38d59m23.41s,0.0411,0.0437,-0.0145,11.363,0.019,55.9,14.130,11.198,0.024,45.0,4.223,1,0,0000,AA,5,59322.94230875,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.577597,261.035637
123.8468921,-38.9898766,08h15m23.25s,-38d59m23.56s,0.0410,0.0463,-0.0157,11.398,0.019,57.4,14.310,11.295,0.030,36.7,3.684,1,0,0000,AA,5,59531.28233672,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.577859,245.486075
123.8468737,-38.9898258,08h15m23.25s,-38d59m23.37s,0.0382,0.0421,-0.0110,11.239,0.020,53.5,5.306,10.937,0.023,47.1,1.611,1,0,0000,AA,5,58593.87199918,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.580053,264.372432
123.8469147,-38.9899074,08h15m23.26s,-38d59m23.67s,0.0391,0.0437,-0.0184,11.338,0.018,61.3,17.100,11.175,0.027,40.8,4.793,1,0,0000,AA,5,59323.00763315,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.58042,232.834514
123.8468799,-38.9898525,08h15m23.25s,-38d59m23.47s,0.0379,0.0421,0.0095,11.240,0.020,55.3,10.640,10.806,0.026,42.3,2.718,1,0,0000,AA,5,58800.89769711,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.580436,254.716386
123.8468728,-38.9898210,08h15m23.25s,-38d59m23.36s,0.0501,0.0532,0.0105,11.322,0.024,44.3,17.070,11.146,0.028,39.1,3.601,1,0,0000,AA,5,59168.11316635,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.581119,266.092547
123.8468767,-38.9898434,08h15m23.25s,-38d59m23.44s,0.0405,0.0395,0.0126,11.341,0.021,51.3,11.150,10.939,0.025,42.8,2.673,1,0,0000,AA,5,58227.77294005,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.581428,258.064979
123.8468807,-38.9898585,08h15m23.25s,-38d59m23.49s,0.0376,0.0370,-0.0114,11.273,0.018,61.5,11.910,10.932,0.021,51.8,2.437,1,0,0000,AA,10,58227.51113299,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.584361,252.615111
123.8468752,-38.9898426,08h15m23.25s,-38d59m23.43s,0.0369,0.0407,-0.0106,11.342,0.018,58.8,7.825,10.951,0.022,48.6,1.646,1,0,0000,AA,10,58227.24932545,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.584951,258.425997
123.8468961,-38.9898877,08h15m23.26s,-38d59m23.60s,0.0477,0.0494,-0.0125,11.345,0.024,45.7,6.622,11.103,0.026,42.2,2.516,1,0,0000,AA,10,59321.89635508,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.585685,241.471719
123.8468706,-38.9898063,08h15m23.25s,-38d59m23.30s,0.0420,0.0452,-0.0097,11.363,0.019,55.9,12.880,11.072,0.029,37.5,4.170,1,0,0000,AA,5,59167.91706605,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.58608,271.302224
123.8468739,-38.9898414,08h15m23.25s,-38d59m23.43s,0.0416,0.0435,-0.0109,11.430,0.019,58.7,11.570,11.244,0.027,40.5,2.957,1,0,0000,AA,5,59532.13180800,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.587666,258.909779
123.8469217,-38.9899174,08h15m23.26s,-38d59m23.70s,0.0453,0.0463,-0.0032,11.659,0.019,55.8,25.950,11.717,0.031,35.5,5.081,1,0,0000,AA,0,59896.05142249,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.587955,228.88263
123.8468782,-38.9898556,08h15m23.25s,-38d59m23.48s,0.0474,0.0509,-0.0139,11.686,0.021,51.0,5.687,11.720,0.033,33.0,1.706,1,0,0000,AA,10,57866.68328552,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.588044,253.789598
123.8468704,-38.9898240,08h15m23.25s,-38d59m23.37s,0.0370,0.0399,-0.0131,11.219,0.017,63.6,11.150,10.910,0.023,47.4,2.240,1,0,0000,AA,5,58436.04764764,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.588646,265.08827
123.8468699,-38.9898193,08h15m23.25s,-38d59m23.35s,0.0420,0.0466,-0.0060,11.396,0.022,50.0,8.327,11.101,0.023,47.0,2.082,1,0,0000,AA,5,59168.17810869,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.588838,266.740475
123.8468894,-38.9898795,08h15m23.25s,-38d59m23.57s,0.0407,0.0452,-0.0220,11.320,0.019,55.8,9.032,10.968,0.022,49.0,2.962,1,0,0000,AA,5,58227.31477773,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.589095,244.867066
123.8468716,-38.9898339,08h15m23.25s,-38d59m23.40s,0.0384,0.0390,-0.0121,11.234,0.019,57.3,12.300,10.964,0.024,45.4,2.634,1,0,0000,AA,5,58593.61031970,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.58944,261.606581
123.8468690,-38.9898220,08h15m23.25s,-38d59m23.36s,0.0381,0.0421,-0.0167,11.200,0.019,58.1,12.680,10.905,0.022,50.0,2.168,1,0,0000,AA,5,58437.02916953,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.591982,265.815053
123.8468707,-38.9898342,08h15m23.25s,-38d59m23.40s,0.0363,0.0393,-0.0136,11.272,0.017,62.5,10.560,10.941,0.021,52.6,4.201,1,0,0000,AA,5,58594.72236213,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.592094,261.538762
123.8468754,-38.9898521,08h15m23.25s,-38d59m23.47s,0.0428,0.0448,-0.0109,11.331,0.022,49.4,13.990,11.177,0.029,38.0,3.852,1,0,0000,AA,5,59532.32790837,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.592222,255.171893
123.8468754,-38.9898526,08h15m23.25s,-38d59m23.47s,0.0383,0.0393,-0.0067,11.249,0.018,61.8,7.443,10.928,0.023,47.4,2.251,1,0,0000,AA,10,58958.67076333,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.592684,255.003678
123.8468690,-38.9898261,08h15m23.25s,-38d59m23.37s,0.0364,0.0383,-0.0105,11.243,0.018,60.5,16.240,10.948,0.022,49.6,3.325,1,0,0000,AA,5,58800.43979014,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.593242,264.393178
123.8468757,-38.9898563,08h15m23.25s,-38d59m23.48s,0.0397,0.0439,-0.0151,11.321,0.019,55.9,10.330,10.909,0.023,48.1,3.422,1,0,0000,AA,5,58227.90371623,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.595459,253.744665
123.8468836,-38.9898743,08h15m23.25s,-38d59m23.55s,0.0414,0.0430,-0.0114,11.298,0.023,47.6,3.844,10.932,0.024,44.8,2.590,1,0,0000,AA,5,58226.85674221,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.596315,247.158348
123.8468839,-38.9898756,08h15m23.25s,-38d59m23.55s,0.0438,0.0519,-0.0136,11.525,0.021,50.5,7.934,11.354,0.026,41.1,1.912,1,0,0000,AA,5,59689.56239907,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.597376,246.713419
123.8468774,-38.9898625,08h15m23.25s,-38d59m23.51s,0.0407,0.0441,-0.0062,11.403,0.019,58.3,14.990,11.210,0.026,42.2,2.116,1,0,0000,AA,5,59531.67441012,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.597573,251.561973
123.8468676,-38.9898289,08h15m23.25s,-38d59m23.38s,0.0383,0.0445,-0.0092,11.351,0.019,58.4,10.730,10.997,0.024,45.4,2.880,1,0,0000,AA,5,58227.05297024,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.598205,263.468956
123.8468680,-38.9898318,08h15m23.25s,-38d59m23.39s,0.0396,0.0403,0.0006,11.244,0.019,56.6,5.695,10.921,0.025,44.1,2.866,1,0,0000,AA,5,58594.00277529,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.598371,262.463543
123.8468737,-38.9898544,08h15m23.25s,-38d59m23.48s,0.0377,0.0422,-0.0128,11.270,0.018,61.2,13.700,10.972,0.022,49.8,3.942,1,0,0000,AA,5,58594.26445481,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.598979,254.522668
123.8468953,-38.9898943,08h15m23.25s,-38d59m23.62s,0.0490,0.0509,-0.0159,11.508,0.023,47.8,7.383,11.360,0.028,38.2,2.475,1,0,0000,AA,10,59688.84434035,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.599333,239.577924
123.8468807,-38.9898712,08h15m23.25s,-38d59m23.54s,0.0369,0.0372,-0.0122,11.245,0.017,62.9,7.637,10.922,0.022,50.2,1.873,1,0,0000,AA,10,58958.73621498,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.599609,248.442217
123.8468678,-38.9898478,08h15m23.25s,-38d59m23.45s,0.0395,0.0462,-0.0171,11.418,0.018,59.0,10.010,11.112,0.025,43.3,4.524,1,0,0000,AA,10,59531.60908581,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.609159,257.091664
123.8468641,-38.9898329,08h15m23.25s,-38d59m23.40s,0.0457,0.0423,-0.0096,11.439,0.019,58.1,9.635,11.225,0.026,42.2,2.075,1,0,0000,AA,5,59532.00115929,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.609717,262.229126
123.8468634,-38.9898325,08h15m23.25s,-38d59m23.40s,0.0540,0.0767,-0.0060,11.745,0.028,38.3,11.780,11.765,0.033,33.3,1.854,1,0,0000,AA,10,57506.02137891,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.611466,262.387635
123.8468751,-38.9898717,08h15m23.25s,-38d59m23.54s,0.0395,0.0391,0.0068,11.337,0.018,59.4,7.396,11.146,0.022,49.1,2.147,1,0,0000,AA,10,59322.68075663,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.614855,248.822739
123.8468768,-38.9898762,08h15m23.25s,-38d59m23.55s,0.0395,0.0431,-0.0061,11.399,0.019,57.8,8.609,11.154,0.024,46.0,2.566,1,0,0000,AA,10,59322.41933201,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.616505,247.258947
123.8468756,-38.9898745,08h15m23.25s,-38d59m23.55s,0.0434,0.0432,-0.0143,11.475,0.020,55.2,13.870,11.352,0.026,41.3,2.620,1,0,0000,AA,5,59689.88889366,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.617278,247.903342
123.8468637,-38.9898462,08h15m23.25s,-38d59m23.45s,0.0386,0.0429,-0.0168,11.360,0.018,62.0,17.780,11.224,0.023,47.8,3.218,1,0,0000,AA,5,59322.81153273,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.619104,257.848456
123.8468659,-38.9898550,08h15m23.25s,-38d59m23.48s,0.0376,0.0425,-0.0062,11.443,0.019,56.6,10.650,11.247,0.024,44.4,2.651,1,0,0000,AA,5,59532.06648365,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.620598,254.86819500000001
123.8468585,-38.9898217,08h15m23.25s,-38d59m23.36s,0.0443,0.0512,-0.0072,11.653,0.020,54.8,12.490,11.755,0.051,21.3,3.476,1,0,0000,AA,10,56979.78831546,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.621214,266.112144
123.8468720,-38.9898706,08h15m23.25s,-38d59m23.53s,0.0446,0.0439,0.0006,11.634,0.020,53.4,10.400,11.538,0.032,33.9,1.177,1,0,0000,AA,10,59895.98635275,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.621556,249.451996
123.8468576,-38.9898081,08h15m23.25s,-38d59m23.31s,0.0408,0.0451,-0.0107,11.239,0.020,55.1,11.620,10.884,0.025,42.7,1.984,1,0,0000,AA,5,58436.17804172,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.622338,270.629666
123.8468577,-38.9898255,08h15m23.25s,-38d59m23.37s,0.0415,0.0429,-0.0117,11.356,0.019,56.9,7.237,11.173,0.025,43.1,2.569,1,0,0000,AA,5,59322.87685708,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.62452,264.873809
123.8468653,-38.9898593,08h15m23.25s,-38d59m23.49s,0.0438,0.0452,-0.0027,11.415,0.020,54.4,11.090,11.295,0.033,33.1,1.486,1,0,0000,AA,5,59532.39323272,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.626423,253.54138
123.8468600,-38.9898438,08h15m23.25s,-38d59m23.44s,0.0393,0.0451,0.0042,11.317,0.019,56.4,11.090,10.994,0.025,43.6,3.416,1,0,0000,AA,10,58227.38022953,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.627501,258.818716
123.8468825,-38.9898939,08h15m23.25s,-38d59m23.62s,0.0490,0.0494,0.0095,11.708,0.021,51.3,10.780,11.744,0.032,34.0,2.786,1,0,0000,AA,10,56787.86037816,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.629785,241.341123
123.8468735,-38.9898798,08h15m23.25s,-38d59m23.57s,0.0480,0.0473,0.0079,11.355,0.023,47.0,11.400,11.261,0.030,36.4,2.570,1,0,0000,AA,10,59532.26245670,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.630085,246.496628
123.8468775,-38.9898881,08h15m23.25s,-38d59m23.60s,0.0420,0.0411,0.0092,11.482,0.020,54.1,19.430,11.334,0.029,38.0,3.968,1,0,0000,AA,5,59690.08474002,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.632539,243.6091
123.8468589,-38.9898478,08h15m23.25s,-38d59m23.45s,0.0392,0.0446,-0.0114,11.317,0.019,56.1,10.970,10.890,0.028,38.5,1.479,1,0,0000,AA,10,58594.32990655,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.633457,257.594855
123.8468697,-38.9898759,08h15m23.25s,-38d59m23.55s,0.0372,0.0441,0.0034,11.299,0.020,55.4,12.160,10.896,0.025,43.0,3.025,1,0,0000,AA,5,58593.80654745,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.63447,248.04244
123.8468551,-38.9898337,08h15m23.25s,-38d59m23.40s,0.0386,0.0466,-0.0150,11.222,0.021,50.8,6.507,10.964,0.023,46.4,2.455,1,0,0000,AA,5,58958.93231536,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.635058,262.278879
123.8468758,-38.9898880,08h15m23.25s,-38d59m23.60s,0.0472,0.0523,0.0089,11.639,0.026,42.5,9.755,11.666,0.032,34.1,2.369,1,0,0000,AA,10,57340.81472146,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.636648,243.828407
123.8468635,-38.9898669,08h15m23.25s,-38d59m23.52s,0.0471,0.0489,-0.0096,11.432,0.022,48.7,21.170,11.260,0.027,40.3,5.426,1,0,0000,AA,5,59532.65453014,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.63949,251.317766
123.8468567,-38.9898503,08h15m23.25s,-38d59m23.46s,0.0399,0.0455,-0.0091,11.240,0.021,52.3,6.326,10.907,0.021,50.7,1.963,1,0,0000,AA,10,58800.96302148,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.641445,256.927822
123.8468579,-38.9898552,08h15m23.25s,-38d59m23.48s,0.0425,0.0429,0.0092,11.297,0.021,50.6,2.079,10.922,0.023,47.5,1.216,1,0,0000,AA,5,58594.39523091,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.642416,255.327369
123.8468546,-38.9898444,08h15m23.25s,-38d59m23.44s,0.0477,0.0432,0.0186,11.483,0.022,49.3,8.829,11.323,0.024,44.9,3.438,1,0,0000,AA,5,59689.36655328,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.642739,258.891009
123.8468554,-38.9898484,08h15m23.25s,-38d59m23.45s,0.0337,0.0410,-0.0068,11.319,0.018,60.0,7.512,10.980,0.022,48.5,4.335,1,0,0000,AA,10,58226.39857988,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.643481,257.594344
123.8468517,-38.9898347,08h15m23.24s,-38d59m23.40s,0.0434,0.0394,-0.0068,11.272,0.019,57.5,4.244,10.930,0.026,42.0,1.833,1,0,0000,AA,5,58957.82065514,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.64497,262.075517
123.8468615,-38.9898726,08h15m23.25s,-38d59m23.54s,0.0497,0.0618,-0.0175,11.706,0.026,42.3,7.083,11.726,0.030,36.7,3.497,1,0,0000,AA,10,57340.68343566,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.6516,249.765932
123.8468775,-38.9898995,08h15m23.25s,-38d59m23.64s,0.0401,0.0428,-0.0161,11.417,0.019,57.8,21.080,11.204,0.023,47.2,4.252,1,0,0000,AA,0,59167.52422874,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.651825,240.375885
123.8468477,-38.9898345,08h15m23.24s,-38d59m23.40s,0.0372,0.0397,-0.0115,11.232,0.020,55.6,5.956,10.904,0.023,46.6,2.476,1,0,0000,AA,10,58957.68987918,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.655964,262.272586
123.8468445,-38.9898073,08h15m23.24s,-38d59m23.31s,0.0443,0.0431,-0.0136,11.273,0.022,49.1,13.060,11.124,0.027,40.9,5.413,1,0,0000,AA,5,59321.89648244,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.659031,270.845008
