ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
123.8468470,-38.9898416,08h15m23.24s,-38d59m23.43s,0.0390,0.0447,-0.0138,11.349,0.018,59.1,13.200,11.117,0.029,37.2,1.856,1,0,0000,AA,5,59168.30939449,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.661814,260.102135
123.8468504,-38.9898580,08h15m23.24s,-38d59m23.49s,0.0458,0.0457,-0.0115,11.329,0.021,51.1,15.230,11.144,0.027,39.8,4.030,1,0,0000,AA,5,59168.57043713,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.66528,254.945354
123.8468438,-38.9898315,08h15m23.24s,-38d59m23.39s,0.0389,0.0433,-0.0154,11.347,0.017,62.2,17.070,11.180,0.026,42.6,5.375,1,0,0000,AA,5,59323.26905791,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.665437,263.320449
123.8468601,-38.9898806,08h15m23.25s,-38d59m23.57s,0.0401,0.0449,-0.0138,11.516,0.018,59.4,9.987,11.340,0.025,44.0,2.097,1,0,0000,AA,10,59689.62772344,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.665735,247.556303
123.8468423,-38.9897919,08h15m23.24s,-38d59m23.25s,0.0430,0.0515,-0.0199,11.331,0.022,48.4,12.980,11.194,0.028,38.3,2.849,1,0,0000,AA,10,59322.74620833,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.668298,275.595223
123.8468554,-38.9898742,08h15m23.25s,-38d59m23.55s,0.0430,0.0435,-0.0126,11.449,0.021,50.7,7.092,11.303,0.027,40.2,1.939,1,0,0000,AA,5,59688.97498909,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.669611,249.808603
123.8468547,-38.9898741,08h15m23.25s,-38d59m23.55s,0.0448,0.0456,-0.0086,11.645,0.021,52.4,14.710,11.706,0.032,34.4,2.363,1,0,0000,AA,10,57341.60167208,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.671323,249.895139
123.8468455,-38.9898526,08h15m23.24s,-38d59m23.47s,0.0369,0.0388,0.0061,11.247,0.019,58.4,6.066,10.932,0.022,49.8,3.456,1,0,0000,AA,10,58958.27843483,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.673845,256.844723
123.8468421,-38.9898457,08h15m23.24s,-38d59m23.44s,0.0394,0.0431,-0.0134,11.330,0.018,59.7,8.826,11.120,0.023,46.8,2.101,1,0,0000,AA,5,59167.32851034,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.677968,259.072433
123.8468459,-38.9898600,08h15m23.24s,-38d59m23.50s,0.0421,0.0481,0.0048,11.730,0.020,55.2,24.200,11.807,0.030,36.4,3.975,1,0,0000,AA,5,58073.02898506,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.679325,254.634771
123.8468379,-38.9898356,08h15m23.24s,-38d59m23.41s,0.0414,0.0485,0.0080,11.524,0.021,51.1,7.254,11.337,0.027,40.2,2.690,1,0,0000,AA,5,59689.30135626,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.683664,262.252725
123.8468434,-38.9898574,08h15m23.24s,-38d59m23.49s,0.0467,0.0510,0.0104,11.638,0.023,47.6,10.620,11.722,0.035,30.9,2.813,1,0,0000,AA,5,57705.69293906,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.683678,255.54653
123.8468503,-38.9898776,08h15m23.24s,-38d59m23.56s,0.0423,0.0509,-0.0147,11.591,0.020,55.5,13.520,11.614,0.030,35.6,3.013,1,0,0000,AA,5,59895.79076106,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.687261,249.261507
123.8468672,-38.9899057,08h15m23.25s,-38d59m23.66s,0.0489,0.0509,-0.0126,11.690,0.022,50.3,10.880,11.679,0.029,37.6,3.810,1,0,0000,AA,5,57704.71027006,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.687927,239.946428
123.8468504,-38.9898784,08h15m23.24s,-38d59m23.56s,0.0466,0.0504,-0.0107,11.702,0.019,56.2,13.760,11.752,0.033,32.8,2.392,1,0,0000,AA,10,58072.11253336,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.688023,249.02896
123.8468394,-38.9898495,08h15m23.24s,-38d59m23.46s,0.0392,0.0419,-0.0116,11.353,0.018,59.1,10.080,11.190,0.023,46.4,4.879,1,0,0000,AA,5,59326.34070345,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.688085,258.073175
123.8468682,-38.9899079,08h15m23.25s,-38d59m23.67s,0.0492,0.0544,-0.0126,11.640,0.022,49.4,7.691,11.621,0.032,33.8,2.518,1,0,0000,AA,5,59896.44247733,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.689518,239.260334
123.8468313,-38.9898288,08h15m23.24s,-38d59m23.38s,0.0403,0.0467,-0.0151,11.346,0.020,53.3,7.296,11.149,0.025,43.0,1.904,1,0,0000,AA,5,59326.27537914,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.699178,264.445026
123.8468662,-38.9899113,08h15m23.25s,-38d59m23.68s,0.0435,0.0480,-0.0119,11.617,0.020,55.3,14.740,11.679,0.033,33.1,4.233,1,0,0000,AA,5,59896.37728029,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.700629,238.633919
123.8468586,-38.9899014,08h15m23.25s,-38d59m23.65s,0.0526,0.0509,0.0095,11.621,0.023,48.2,7.276,11.702,0.034,31.7,2.544,1,0,0000,AA,10,57146.70942387,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.701465,242.02566
123.8468291,-38.9898273,08h15m23.24s,-38d59m23.38s,0.0405,0.0394,-0.0112,11.358,0.020,54.7,9.028,11.252,0.027,40.5,2.408,1,0,0000,AA,5,59531.87051059,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.70481,264.930392
123.8468415,-38.9898733,08h15m23.24s,-38d59m23.54s,0.0406,0.0455,0.0051,11.526,0.022,48.6,14.570,11.338,0.026,42.5,4.924,1,0,0000,AA,5,59689.36668059,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.705185,251.146516
123.8468613,-38.9899077,08h15m23.25s,-38d59m23.67s,0.0389,0.0457,-0.0117,11.643,0.018,60.2,11.390,11.658,0.035,30.6,1.619,1,0,0000,AA,10,56787.66300449,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.705828,240.111683
123.8468588,-38.9899051,08h15m23.25s,-38d59m23.66s,0.0402,0.0469,-0.0048,11.650,0.019,56.4,20.780,11.731,0.029,37.7,3.017,1,0,0000,AA,10,57705.62735986,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.707319,241.051446
123.8468307,-38.9898440,08h15m23.24s,-38d59m23.44s,0.0444,0.0408,0.0031,11.360,0.019,55.8,8.453,11.130,0.025,43.2,2.209,1,0,0000,AA,10,59322.15790720,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.708233,260.047802
123.8468461,-38.9898870,08h15m23.24s,-38d59m23.59s,0.0437,0.0469,0.0122,11.637,0.021,52.7,14.130,11.748,0.030,36.4,2.817,1,0,0000,AA,10,57340.94575258,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.710763,247.04527
123.8468411,-38.9898771,08h15m23.24s,-38d59m23.56s,0.0460,0.0528,0.0032,11.677,0.024,46.1,10.610,11.654,0.035,31.3,1.739,1,0,0000,AA,10,57341.01145909,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.710776,250.132039
123.8468426,-38.9898813,08h15m23.24s,-38d59m23.57s,0.0417,0.0442,-0.0101,11.494,0.018,59.4,10.260,11.381,0.030,36.4,1.988,1,0,0000,AA,5,59689.95409128,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.712144,248.873092
123.8468267,-38.9898296,08h15m23.24s,-38d59m23.39s,0.0457,0.0435,-0.0082,11.147,0.025,42.9,4.180,10.921,0.026,42.1,5.365,1,0,0000,AA,5,58958.01688285,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.71227,264.314667
123.8468373,-38.9898699,08h15m23.24s,-38d59m23.53s,0.0394,0.0449,-0.0146,11.499,0.018,59.5,14.750,11.338,0.032,33.9,2.856,1,0,0000,AA,5,59689.43187764,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.712522,252.38344
123.8468449,-38.9898868,08h15m23.24s,-38d59m23.59s,0.0445,0.0448,-0.0134,11.723,0.019,56.1,10.560,11.653,0.035,31.0,1.946,1,0,0000,AA,10,57147.82527303,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.713582,247.20365
123.8468346,-38.9898641,08h15m23.24s,-38d59m23.51s,0.0413,0.0474,0.0044,11.610,0.020,55.1,11.230,11.616,0.031,35.1,2.179,1,0,0000,AA,5,59896.96379899,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.713747,254.164802
123.8468566,-38.9899075,08h15m23.25s,-38d59m23.67s,0.0462,0.0446,-0.0125,11.633,0.020,54.3,16.350,11.718,0.031,35.1,2.608,1,0,0000,AA,10,57341.20819677,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.716903,240.685333
123.8468367,-38.9898758,08h15m23.24s,-38d59m23.55s,0.0513,0.0502,0.0086,11.677,0.021,51.8,12.880,11.784,0.045,24.0,2.136,1,0,0000,AA,5,57866.94522001,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.72082,250.8145
123.8468337,-38.9898700,08h15m23.24s,-38d59m23.53s,0.0436,0.0488,-0.0211,11.523,0.019,56.0,19.790,11.323,0.028,39.3,3.412,1,0,0000,AA,5,59690.01941560,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.722234,252.598069
123.8468516,-38.9899035,08h15m23.24s,-38d59m23.65s,0.0429,0.0451,-0.0131,11.642,0.019,58.5,10.690,11.715,0.030,35.7,1.513,1,0,0000,AA,10,56978.53925648,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.722312,242.22484
123.8468390,-38.9898849,08h15m23.24s,-38d59m23.59s,0.0547,0.0500,-0.0052,11.650,0.024,44.7,11.540,11.734,0.029,37.3,3.893,1,0,0000,AA,10,57340.35566699,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.726258,248.205798
123.8468279,-38.9898613,08h15m23.24s,-38d59m23.50s,0.0410,0.0425,-0.0146,11.494,0.019,57.7,10.750,11.322,0.024,45.6,3.164,1,0,0000,AA,10,59690.21526145,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.729185,255.328825
123.8468425,-38.9898975,08h15m23.24s,-38d59m23.63s,0.0431,0.0420,0.0077,11.646,0.020,54.3,12.800,11.685,0.029,37.6,2.609,1,0,0000,AA,10,56788.51858766,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.735429,244.63891
123.8468303,-38.9898761,08h15m23.24s,-38d59m23.55s,0.0452,0.0481,0.0142,11.634,0.021,51.6,12.610,11.625,0.029,37.5,3.159,1,0,0000,AA,5,59895.72556402,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.738102,251.192152
123.8468163,-38.9898039,08h15m23.24s,-38d59m23.29s,0.0484,0.0495,-0.0130,11.571,0.023,47.2,11.540,11.600,0.032,33.8,2.519,1,0,0000,AA,5,59896.83353222,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.738192,271.704621
123.8468333,-38.9898837,08h15m23.24s,-38d59m23.58s,0.0462,0.0614,0.0124,11.627,0.022,48.7,12.680,11.708,0.031,34.9,2.134,1,0,0000,AA,10,56979.65677523,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.739528,248.975369
123.8468378,-38.9898925,08h15m23.24s,-38d59m23.61s,0.0448,0.0495,0.0121,11.639,0.022,50.1,15.680,11.802,0.035,30.6,2.186,1,0,0000,AA,5,58072.50537109,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.73993,246.334827
123.8468466,-38.9899086,08h15m23.24s,-38d59m23.67s,0.0449,0.0481,-0.0044,11.663,0.020,53.0,13.680,11.803,0.036,30.0,2.791,1,0,0000,AA,10,57705.56190807,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.743312,241.475199
123.8468310,-38.9898824,08h15m23.24s,-38d59m23.58s,0.0476,0.0480,0.0172,11.729,0.023,46.7,8.733,11.581,0.030,36.4,1.973,1,0,0000,AA,10,57340.48682538,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.74389,249.489679
123.8468208,-38.9898561,08h15m23.24s,-38d59m23.48s,0.0435,0.0436,-0.0045,11.256,0.021,52.7,25.510,11.017,0.024,45.1,7.966,1,0,0000,AA,0,58801.42092840,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.744017,257.111183
123.8468254,-38.9898704,08h15m23.24s,-38d59m23.53s,0.0486,0.0492,0.0145,11.629,0.023,46.9,14.180,11.655,0.029,37.2,2.180,1,0,0000,AA,5,57341.14261757,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.744848,253.02666
123.8468581,-38.9899244,08h15m23.25s,-38d59m23.73s,0.0404,0.0472,-0.0035,11.658,0.019,55.8,15.650,11.689,0.029,37.6,2.144,1,0,0000,AA,10,57705.95487378,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.74507,236.443981
123.8468225,-38.9898637,08h15m23.24s,-38d59m23.51s,0.0443,0.0481,-0.0169,11.666,0.019,57.3,9.293,11.733,0.030,36.0,2.280,1,0,0000,AA,10,58071.98162984,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.746002,254.98079
123.8468313,-38.9898858,08h15m23.24s,-38d59m23.59s,0.0485,0.0506,0.0091,11.615,0.021,51.4,9.233,11.618,0.037,29.3,1.853,1,0,0000,AA,5,59896.31208330,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.747482,248.588356
123.8468274,-38.9898780,08h15m23.24s,-38d59m23.56s,0.0412,0.0450,-0.0134,11.653,0.018,61.6,10.310,11.698,0.030,36.2,2.409,1,0,0000,AA,10,56788.32108663,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.748,250.896578
123.8468173,-38.9898524,08h15m23.24s,-38d59m23.47s,0.0451,0.0509,0.0061,11.632,0.021,50.7,10.620,11.679,0.039,27.8,1.192,1,0,0000,AA,10,57705.10336314,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.750748,258.268925
123.8468368,-38.9899011,08h15m23.24s,-38d59m23.64s,0.0511,0.0518,-0.0205,11.693,0.024,45.8,10.810,11.752,0.030,35.8,3.947,1,0,0000,AA,5,58071.85072638,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.755408,244.268802
123.8468224,-38.9898731,08h15m23.24s,-38d59m23.54s,0.0448,0.0506,-0.0181,11.689,0.019,56.6,7.424,11.757,0.034,31.6,2.453,1,0,0000,AA,10,56978.40771632,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.755746,252.507626
123.8468162,-38.9898558,08h15m23.24s,-38d59m23.48s,0.0488,0.0528,-0.0146,11.650,0.020,53.2,11.060,12.398,0.053,20.6,20.960,2,0,0H00,AA,10,56979.32811572,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.756339,257.408433
123.8468202,-38.9898703,08h15m23.24s,-38d59m23.53s,0.0398,0.0429,-0.0084,11.491,0.018,60.8,14.270,11.354,0.026,41.2,2.643,1,0,0000,AA,10,59689.75824492,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.758671,253.373446
123.8468096,-38.9897933,08h15m23.23s,-38d59m23.26s,0.0391,0.0429,-0.0127,11.324,0.019,57.6,14.840,11.157,0.024,44.5,4.705,1,0,0000,AA,0,59167.78629003,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.759001,274.543051
123.8468191,-38.9898680,08h15m23.24s,-38d59m23.52s,0.0433,0.0474,-0.0151,11.581,0.019,58.1,11.580,11.635,0.029,37.0,2.900,1,0,0000,AA,10,59896.18181653,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.759306,254.038589
123.8468214,-38.9898767,08h15m23.24s,-38d59m23.56s,0.0440,0.0459,-0.0078,11.633,0.020,53.6,14.020,11.708,0.033,33.3,2.229,1,0,0000,AA,10,57341.07703833,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.762398,251.641866
123.8468240,-38.9898829,08h15m23.24s,-38d59m23.58s,0.0465,0.0534,-0.0057,11.673,0.022,49.7,11.960,11.748,0.032,33.6,1.595,1,0,0000,AA,10,57705.03778398,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.762881,249.878484
123.8468350,-38.9899037,08h15m23.24s,-38d59m23.65s,0.0454,0.0486,-0.0124,11.644,0.020,54.6,10.050,11.732,0.036,30.3,2.395,1,0,0000,AA,10,57866.61783376,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.764038,243.80046
123.8468248,-38.9898892,08h15m23.24s,-38d59m23.60s,0.0450,0.0475,-0.0160,11.607,0.019,58.0,11.480,11.628,0.029,36.9,1.291,1,0,0000,AA,5,59895.59529729,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.7689,248.233988
123.8468217,-38.9898834,08h15m23.24s,-38d59m23.58s,0.0454,0.0502,0.0105,11.656,0.020,55.5,11.250,11.781,0.034,32.0,2.533,1,0,0000,AA,10,56979.26240927,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.769545,249.917483
123.8468136,-38.9898643,08h15m23.24s,-38d59m23.51s,0.0464,0.0484,-0.0108,11.647,0.020,55.5,8.958,11.588,0.034,31.5,1.443,1,0,0000,AA,5,59895.85595815,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.770624,255.305494
123.8468200,-38.9898812,08h15m23.24s,-38d59m23.57s,0.0435,0.0489,-0.0099,11.651,0.020,53.1,10.450,11.731,0.033,33.3,2.149,1,0,0000,AA,10,56979.52536236,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.771347,250.591355
123.8468217,-38.9898854,08h15m23.24s,-38d59m23.59s,0.0427,0.0425,-0.0103,11.678,0.018,60.4,11.020,11.728,0.030,36.1,3.396,1,0,0000,AA,10,56788.78179505,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.772045,249.415631
123.8468552,-38.9899344,08h15m23.25s,-38d59m23.76s,0.0469,0.0535,-0.0218,11.700,0.020,55.1,14.370,11.744,0.034,31.8,2.006,1,0,0000,AA,5,58071.52334024,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.772155,234.550352
123.8468259,-38.9898944,08h15m23.24s,-38d59m23.62s,0.0454,0.0484,-0.0186,11.638,0.019,56.9,16.820,11.734,0.033,32.6,4.088,1,0,0000,AA,10,57147.36583782,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.773207,246.860994
123.8468183,-38.9898792,08h15m23.24s,-38d59m23.57s,0.0451,0.0484,-0.0177,11.688,0.020,55.2,5.971,11.717,0.029,37.5,1.310,1,0,0000,AA,10,57147.69398763,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.773488,251.211487
123.8468147,-38.9898723,08h15m23.24s,-38d59m23.54s,0.0443,0.0464,0.0104,11.633,0.021,51.2,11.540,11.739,0.033,32.8,3.121,1,0,0000,AA,10,57340.88030069,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.775482,253.189067
123.8468150,-38.9898783,08h15m23.24s,-38d59m23.56s,0.0538,0.0551,-0.0025,11.777,0.023,48.2,26.240,11.868,0.036,30.6,5.046,1,0,0000,AA,0,58072.43979199,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.781205,251.654577
123.8468062,-38.9898532,08h15m23.23s,-38d59m23.47s,0.0411,0.0434,-0.0093,11.476,0.020,55.2,11.100,11.341,0.025,43.2,1.943,1,0,0000,AA,10,59689.23603190,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.781755,258.525077
123.8468475,-38.9899315,08h15m23.24s,-38d59m23.75s,0.0567,0.0598,0.0096,11.670,0.027,39.9,10.640,11.678,0.038,28.3,2.859,1,0,0000,AA,10,57865.83203041,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.783933,236.085432
123.8468132,-38.9898772,08h15m23.24s,-38d59m23.56s,0.0454,0.0490,-0.0103,11.665,0.019,56.0,11.030,11.739,0.033,32.6,1.989,1,0,0000,AA,5,57704.84130105,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.784758,252.044748
123.8468272,-38.9899050,08h15m23.24s,-38d59m23.66s,0.0422,0.0458,-0.0040,11.696,0.019,58.5,14.160,11.732,0.031,34.8,2.603,1,0,0000,AA,10,56978.67066935,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.785702,244.196918
123.8468092,-38.9898684,08h15m23.23s,-38d59m23.53s,0.0437,0.0440,-0.0178,11.658,0.019,56.8,11.640,11.706,0.029,37.1,4.193,1,0,0000,AA,10,56978.73650308,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.786357,254.492747
123.8468210,-38.9898951,08h15m23.24s,-38d59m23.62s,0.0433,0.0503,0.0084,11.661,0.019,55.8,11.500,11.766,0.034,31.6,1.880,1,0,0000,AA,10,57705.43087703,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.786808,247.084592
123.8468149,-38.9898838,08h15m23.24s,-38d59m23.58s,0.0436,0.0457,0.0023,11.659,0.019,55.8,14.790,11.631,0.029,37.2,2.743,1,0,0000,AA,5,59896.11661953,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.78793,250.294229
123.8468022,-38.9898461,08h15m23.23s,-38d59m23.45s,0.0473,0.0462,0.0025,11.666,0.021,51.4,12.560,11.756,0.032,33.6,3.678,1,0,0000,AA,5,57341.47051369,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.788109,260.508426
