MJD           m       dm    uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59945.223374  13.350  0.003 16590   47 o  0 502.37 123.84708 -38.98981  9071.50  1071.88 3.04 2.14 -29.6 -0.386 19.31 20.74 04a59945o0432o
59945.226527  13.338  0.003 16779   46 o  0 427.58 123.84708 -38.98981  9132.41  1148.59 2.96 2.16 -27.4 -0.393 19.32 20.77 04a59945o0439o
59945.235707  13.356  0.003 16512   45 o  0 861.84 123.84708 -38.98981  9160.71  1031.64 2.88 2.12 -29.6 -0.397 19.38 21.02 04a59945o0457o
59945.894219  13.332  0.003 16873   48 o  0 195.85 123.84708 -38.98981  7767.83  6551.66 2.41 2.24 -37.3 -0.409 19.08 20.08 03a59946o0262o
59945.896032  13.341  0.003 16733   47 o  0 271.84 123.84708 -38.98981  7746.41  6520.14 2.41 2.05 -53.5 -0.410 19.10 20.07 03a59946o0266o
59945.898830  13.328  0.003 16943   47 o  0 263.44 123.84708 -38.98981  7808.07  6602.83 2.48 2.17 -50.4 -0.400 19.07 20.10 03a59946o0272o
59945.903900  13.344  0.003 16686   47 o  0 206.50 123.84708 -38.98981  7838.39  6493.40 2.48 2.18 -36.6 -0.398 19.11 20.12 03a59946o0283o
59946.195890  13.325  0.003 16986   48 o  0 468.21 123.84708 -38.98981  9064.08  1108.98 2.91 2.01 -30.6 -0.397 19.12 20.12 04a59946o0371o
59946.197693  13.360  0.003 16449   48 o  0 553.77 123.84708 -38.98981  9046.43  1070.62 2.94 2.01 -31.0 -0.384 19.13 20.16 04a59946o0375o
59946.226917  13.362  0.003 16417   47 o  0 433.84 123.84708 -38.98981  9131.50  1147.90 3.10 2.17 -30.7 -0.362 19.19 20.30 04a59946o0434o
59946.230070  13.375  0.003 16216   47 o  0 355.41 123.84708 -38.98981  9155.45  1028.26 3.31 2.16 -30.2 -0.349 19.15 20.32 04a59946o0441o
59948.004394  13.342  0.003 16714   48 o  0  59.02 123.84708 -38.98981  6281.75  5896.51 2.47 2.28 -52.7 -0.398 19.02 19.93 03a59948o0452o
59948.007851  13.330  0.003 16901   49 o  0 100.61 123.84708 -38.98981  6296.71  5927.15 2.48 2.15 -50.2 -0.403 19.01 19.92 03a59948o0459o
59949.180780  13.347  0.003 16635   53 o  0 163.65 123.84708 -38.98981  9059.66  1105.90 3.07 2.09 -28.8 -0.381 18.64 19.30 04a59949o0142o
59949.183933  13.318  0.003 17088   57 o  0 142.16 123.84708 -38.98981  9043.08  1067.68 3.17 2.09 -31.8 -0.367 18.63 19.30 04a59949o0149o
59949.189773  13.327  0.003 16957   56 o  0 123.43 123.84708 -38.98981  9103.45  1145.37 3.18 2.10 -31.5 -0.363 18.66 19.30 04a59949o0161o
59949.217666  13.359  0.003 16457   53 o  0 107.74 123.84708 -38.98981  9146.04  1027.67 3.39 2.22 -30.4 -0.346 18.69 19.38 04a59949o0215o
59951.003028  13.303  0.003 17324   59 o  0  46.30 123.84708 -38.98981  6277.16  5882.26 2.53 2.18 -51.1 -0.410 18.50 19.27 03a59951o0499o
59951.032851  13.326  0.003 16972   49 o  0 111.51 123.84708 -38.98981  6286.43  5843.09 2.49 2.12 -55.5 -0.399 18.76 19.38 03a59951o0562o
59951.036663  13.338  0.003 16785   49 o  0 151.21 123.84708 -38.98981  6229.23  5753.55 2.40 2.04 -59.2 -0.407 18.85 19.39 03a59951o0570o
59951.041783  13.317  0.003 17106   51 o  0  85.70 123.84708 -38.98981  6206.66  5854.68 2.52 2.16 -58.9 -0.410 18.77 19.37 03a59951o0581o
59953.925554  13.327  0.003 16954   49 o  0 278.39 123.84708 -38.98981  6238.68  3160.09 2.22 1.94 -57.1 -0.448 18.91 19.67 03a59954o0317o
59953.927361  13.336  0.003 16812   51 o  0 201.76 123.84708 -38.98981  6220.40  3126.10 2.23 1.94 -61.7 -0.446 18.66 19.38 03a59954o0321o
59953.954051  13.333  0.003 16858   48 o  0 365.06 123.84708 -38.98981  6297.39  3263.64 2.16 1.91 -58.9 -0.445 19.03 19.78 03a59954o0378o
59953.959488  13.326  0.003 16972   49 o  0 274.94 123.84708 -38.98981  6323.79  3160.31 2.16 1.88 -58.1 -0.449 19.03 19.72 03a59954o0390o
59956.188567  13.139  0.003 20149   62 o  0 614.73 123.84708 -38.98981  5270.22  7183.51 2.77 2.54 -22.2 -0.563 18.92 20.16 04a59956o0357o
59956.210347  13.065  0.003 21580   68 o  0 825.84 123.84708 -38.98981  5275.21  7145.45 2.77 2.52 -17.5 -0.624 18.93 20.16 04a59956o0401o
59956.216465  13.123  0.003 20451   65 o  0 496.85 123.84708 -38.98981  5339.80  7223.97 2.89 2.67 -26.8 -0.548 18.91 20.16 04a59956o0413o
59956.231135  14.490  0.004  5807   20 o  0 1228.72 123.84708 -38.98981  5432.53  3545.16 2.97 2.59  12.7 -0.616 18.89 20.06 04a59956o0443o
59958.998778  13.321  0.003 17038   48 o  0 135.22 123.84708 -38.98981  7654.28  9377.59 3.02 2.64 -55.8 -0.396 19.16 20.57 03a59959o0481o
59959.001560  13.326  0.003 16960   48 o  0 102.58 123.84708 -38.98981  7672.47  9409.86 3.10 2.59 -49.9 -0.397 19.14 20.55 03a59959o0487o
59959.007435  13.332  0.003 16872   48 o  0 113.60 123.84708 -38.98981  7615.94  9313.68 3.23 2.75 -48.3 -0.381 19.09 20.52 03a59959o0500o
59959.041710  13.322  0.003 17030   49 o  0  96.12 123.84708 -38.98981  7600.87  9336.21 3.21 2.68 -51.8 -0.395 19.11 20.53 03a59959o0573o
59959.912899  13.636  0.003 12758   38 c  0 481.39 123.84708 -38.98981  6287.46  5095.75 2.84 2.56 -56.0 -0.374 19.55 21.70 03a59960o0296c
59959.915659  13.634  0.003 12779   38 c  0 411.14 123.84708 -38.98981  6270.47  5062.66 3.04 2.72 -59.0 -0.375 19.51 21.70 03a59960o0301c
59959.918815  13.634  0.003 12781   37 c  0 247.43 123.84708 -38.98981  6329.96  5147.39 3.24 2.87 -60.4 -0.361 19.44 21.70 03a59960o0308c
59959.930569  13.620  0.003 12945   39 c  0 177.50 123.84708 -38.98981  6364.47  5055.69 2.99 2.70 -61.5 -0.376 19.53 21.71 03a59960o0331c
59960.286269  13.368  0.003 16327   45 o  0 1457.40 123.84708 -38.98981  5479.74  3401.30 1.89 1.78 -51.5 -0.441 19.39 20.62 04a59960o0565o
59960.288971  13.356  0.003 16505   46 o  0 1985.22 123.84708 -38.98981  5498.60  3438.67 1.82 1.70 -52.1 -0.456 19.42 20.64 04a59960o0571o
59960.295110  13.354  0.003 16534   46 o  0 1215.09 123.84708 -38.98981  5438.10  3357.37 1.81 1.74 -41.4 -0.453 19.39 20.65 04a59960o0584o
59960.331599  13.360  0.003 16442   46 o  0 911.11 123.84708 -38.98981  5411.60  3461.72 1.92 1.83 -42.4 -0.437 19.35 20.60 04a59960o0660o
59961.220207  13.216  0.003 18778   51 o  0 2562.45 123.84708 -38.98981  5520.91  9750.72 2.43 1.76 -74.1 -0.451 19.46 21.08 04a59961o0424o
59961.222910  13.357  0.003 16490   47 o  0 739.71 123.84708 -38.98981  5540.17  9786.15 2.55 1.80 -74.6 -0.431 19.48 21.05 04a59961o0430o
59961.228377  13.289  0.003 17555   49 o  0 1109.29 123.84708 -38.98981  5483.50  9703.38 2.39 1.86 -73.3 -0.437 19.48 21.02 04a59961o0441o
59961.262313  13.339  0.003 16772   46 o  0 531.51 123.84708 -38.98981  5463.30  9790.22 2.71 1.93 -78.7 -0.417 19.39 20.92 04a59961o0511o
59962.161441  13.329  0.003 16925   47 o  0 442.37 123.84708 -38.98981  5195.49   886.75 2.14 2.13  68.4 -0.438 19.36 20.86 04a59962o0301o
59962.163700  13.314  0.003 17161   47 o  0 293.16 123.84708 -38.98981  5178.80   847.45 2.23 2.20  63.1 -0.426 19.32 20.82 04a59962o0306o
59962.166857  13.334  0.003 16842   47 o  0 564.82 123.84708 -38.98981  5237.62   926.26 2.12 2.06  -9.7 -0.440 19.38 20.81 04a59962o0313o
59962.191817  13.413  0.004 15657   58 o  0 250.44 123.84708 -38.98981  5281.43   810.38 2.17 2.09   3.5 -0.423 19.03 20.98 04a59962o0365o
59962.905218  13.619  0.003 12957   38 c  0 658.71 123.84708 -38.98981  6262.52  5052.20 2.51 2.25 -62.4 -0.394 19.65 21.66 03a59963o0289c
59962.927418  13.618  0.003 12962   38 c  0 504.77 123.84708 -38.98981  6338.40  5176.98 2.56 2.38 -58.9 -0.384 19.66 21.73 03a59963o0335c
59965.145918  13.363  0.003 16393   45 o  0 975.61 123.84708 -38.98981  5194.80   882.55 2.20 2.15  45.2 -0.426 19.40 21.09 04a59965o0271o
59965.147727  13.342  0.003 16713   45 o  0 783.11 123.84708 -38.98981  5176.24   844.08 2.27 2.22  39.1 -0.432 19.39 21.09 04a59965o0275o
59965.151386  13.341  0.003 16730   45 o  0 579.18 123.84708 -38.98981  5236.60   922.43 2.24 2.21 -71.8 -0.419 19.40 21.09 04a59965o0283o
59965.157402  13.345  0.003 16666   46 o  0 719.63 123.84708 -38.98981  5259.44   805.93 2.08 2.07  12.6 -0.450 19.46 21.10 04a59965o0295o
59965.960700  13.554  0.003 13752   39 c  0 556.76 123.84708 -38.98981  1249.83  1097.97 2.32 2.15 -62.6 -0.417 19.77 21.65 03a59966o0413c
59965.991246  13.554  0.003 13751   40 c  0 714.81 123.84708 -38.98981  1270.85  1141.69 2.29 2.10 -73.6 -0.420 19.80 21.55 03a59966o0479c
59965.994409  13.549  0.003 13815   39 c  0 921.66 123.84708 -38.98981  1210.21  1061.63 2.25 2.08 -71.4 -0.422 19.80 21.56 03a59966o0486c
59965.999825  13.546  0.003 13854   39 c  0 615.98 123.84708 -38.98981  1187.30  1177.62 2.29 2.11 -66.1 -0.418 19.78 21.59 03a59966o0498c
59967.883569  13.617  0.003 12980   38 c  0 809.84 123.84708 -38.98981  5738.40  5529.26 2.42 2.19 -53.6 -0.388 19.68 21.56 03a59968o0243c
59967.886292  13.639  0.003 12720   36 c  0 1468.91 123.84708 -38.98981  5720.94  5491.00 2.40 2.15 -54.8 -0.387 19.69 21.55 03a59968o0249c
59967.891909  13.613  0.003 13026   38 c  0 661.00 123.84708 -38.98981  5777.52  5568.85 2.58 2.33 -32.3 -0.378 19.63 21.54 03a59968o0261c
59967.924672  13.613  0.003 13020   38 c  0 613.55 123.84708 -38.98981  5809.33  5454.16 2.34 2.10 -56.0 -0.393 19.73 21.61 03a59968o0328c
59969.233919  13.355  0.003 16514   46 o  0 1115.73 123.84708 -38.98981  9425.86  3294.20 2.47 1.95 -23.7 -0.435 19.52 21.10 04a59969o0465o
59969.238976  13.364  0.003 16384   46 o  0 1876.12 123.84708 -38.98981  9446.16  3329.81 2.42 1.79 -23.1 -0.456 19.52 21.08 04a59969o0475o
59969.244277  13.315  0.003 17143   49 o  0 1299.30 123.84708 -38.98981  9385.83  3246.19 2.35 1.92 -22.7 -0.446 19.45 21.18 04a59969o0486o
59969.260348  13.370  0.003 16295   46 o  0 1608.95 123.84708 -38.98981  9360.93  3353.02 2.34 1.91 -24.8 -0.443 19.53 21.02 04a59969o0519o
59969.915147  13.649  0.003 12600   37 c  0 705.95 123.84708 -38.98981  5747.15  5532.16 2.58 2.38 -63.2 -0.378 19.71 21.73 03a59970o0315c
59969.916998  13.639  0.003 12722   37 c  0 466.78 123.84708 -38.98981  5729.05  5494.08 2.55 2.35 -52.2 -0.379 19.70 21.72 03a59970o0319c
59969.933485  13.634  0.003 12777   37 c  0 513.11 123.84708 -38.98981  5790.53  5577.00 2.50 2.27 -60.6 -0.385 19.74 21.77 03a59970o0355c
59969.948433  13.653  0.003 12553   36 c  0 530.39 123.84708 -38.98981  4749.80  5099.55 2.45 2.26 -52.0 -0.370 19.76 21.75 03a59970o0386c
59970.908964  13.640  0.003 12701   37 c  0 1149.39 123.84708 -38.98981  5745.28  5530.70 2.33 2.11 -52.8 -0.394 19.79 21.74 03a59971o0288c
59970.911221  13.642  0.003 12686   37 c  0 1371.95 123.84708 -38.98981  5726.50  5492.29 2.28 2.05 -55.7 -0.397 19.82 21.73 03a59971o0293c
59970.938009  13.654  0.003 12545   37 c  0 922.42 123.84708 -38.98981  4770.34  4987.96 2.38 2.15 -54.5 -0.383 19.80 21.70 03a59971o0351c
59970.959368  13.646  0.003 12638   37 c  0 541.56 123.84708 -38.98981  4748.40  5104.08 2.40 2.19 -53.6 -0.375 19.73 21.68 03a59971o0390c
59971.967972  13.630  0.003 12820   37 c  0 860.73 123.84708 -38.98981  4808.98  5029.87 2.30 2.09 -55.8 -0.386 19.79 21.76 03a59972o0424c
59971.972073  13.648  0.003 12607   37 c  0 644.55 123.84708 -38.98981  4827.08  5068.66 2.40 2.13 -58.4 -0.382 19.80 21.76 03a59972o0433c
59971.978229  13.648  0.003 12611   36 c  0 1031.42 123.84708 -38.98981  4770.42  4990.73 2.44 2.16 -57.2 -0.384 19.77 21.77 03a59972o0446c
59971.989249  13.639  0.003 12714   36 c  0 1123.49 123.84708 -38.98981  4747.55  5106.24 2.38 2.13 -54.4 -0.380 19.80 21.76 03a59972o0470c
59972.223742  13.328  0.003 16929   48 o  0 732.33 123.84708 -38.98981  9428.51  3293.70 2.28 1.86 -22.9 -0.455 19.45 20.73 04a59972o0435o
59972.227359  13.337  0.003 16798   47 o  0 907.28 123.84708 -38.98981  9447.39  3330.11 2.29 1.86 -20.1 -0.452 19.40 20.75 04a59972o0443o
59972.232985  13.348  0.003 16630   47 o  0 1355.69 123.84708 -38.98981  9387.24  3245.97 2.26 2.07 -28.7 -0.454 19.43 20.73 04a59972o0455o
59972.267128  13.348  0.003 16629   46 o  0 1597.87 123.84708 -38.98981  9361.24  3345.27 2.24 1.94 -25.7 -0.444 19.45 20.79 04a59972o0525o
59973.948019  13.650  0.003 12593   38 c  0  87.34 123.84708 -38.98981  4816.79  5025.04 3.20 3.11 -52.1 -0.361 19.42 21.65 03a59974o0382c
59973.951288  13.644  0.003 12664   38 c  0 118.81 123.84708 -38.98981  4834.33  5063.90 2.93 2.84 -49.0 -0.354 19.51 21.69 03a59974o0389c
59973.986773  13.657  0.003 12510   37 c  0 202.24 123.84708 -38.98981  4777.99  4990.57 3.07 2.88 -61.3 -0.350 19.52 21.71 03a59974o0464c
59973.994047  13.654  0.003 12539   37 c  0 287.76 123.84708 -38.98981  4753.00  5102.73 3.01 2.79 -58.4 -0.362 19.54 21.74 03a59974o0480c
59974.218714  13.356  0.003 16498   46 o  0 672.30 123.84708 -38.98981  9426.13  3292.75 2.65 2.08 -25.3 -0.413 19.43 21.06 04a59974o0439o
59974.222692  13.459  0.003 15012   47 o  0 625.31 123.84708 -38.98981  9446.23  3328.74 2.58 1.96 -32.3 -0.449 19.40 21.26 04a59974o0447o
59974.228812  13.322  0.003 17034   48 o  0 704.95 123.84708 -38.98981  9385.41  3244.94 2.50 2.07 -20.7 -0.422 19.40 21.12 04a59974o0460o
59974.240157  13.347  0.003 16648   46 o  0 809.32 123.84708 -38.98981  9362.27  3353.59 2.59 2.08 -22.9 -0.410 19.43 21.05 04a59974o0485o
59974.381644  13.339  0.004 16765   68 o  0  61.29 123.84708 -38.98981  9335.19  3281.78 2.53 1.96 -21.8 -0.402 17.88 17.94 04a59974o0776o
59974.959537  13.354  0.003 16542   45 o  0 613.85 123.84708 -38.98981  4813.28  5031.82 2.55 2.30 -59.4 -0.402 19.20 20.47 03a59975o0424o
59974.962312  13.333  0.003 16860   46 o  0 457.04 123.84708 -38.98981  4831.00  5071.26 2.36 2.12 -55.2 -0.412 19.29 20.46 03a59975o0430o
59974.965510  13.340  0.003 16746   45 o  0 577.87 123.84708 -38.98981  4775.11  4992.93 2.37 2.13 -55.8 -0.413 19.30 20.51 03a59975o0437o
59974.968667  13.343  0.003 16703   46 o  0 324.00 123.84708 -38.98981  4752.41  5108.28 2.42 2.24 -59.4 -0.409 19.27 20.51 03a59975o0444o
59975.354363  13.349  0.003 16605   50 o  0 218.96 123.84708 -38.98981  2275.57  9556.95 2.73 1.96 -79.6 -0.414 19.10 20.58 04a59975o0661o
59975.354814  13.346  0.003 16656   48 o  0 442.50 123.84708 -38.98981  2293.80  9595.79 2.64 1.88 -79.4 -0.423 19.18 20.54 04a59975o0662o
59975.355265  13.360  0.003 16437   50 o  0 524.35 123.84708 -38.98981  2237.72  9519.15 2.54 1.86 -78.6 -0.436 19.16 20.56 04a59975o0663o
59975.355716  13.432  0.003 15386   52 o  0 345.61 123.84708 -38.98981  2217.71  9637.05 2.64 1.92 -76.6 -0.424 19.12 20.54 04a59975o0664o
59975.357519  13.366  0.003 16359   50 o  0 290.41 123.84708 -38.98981  2255.22  9577.96 2.64 1.92 -78.2 -0.423 19.11 20.57 04a59975o0666o
59975.376683  13.364  0.004 16378   57 o  0  86.85 123.84708 -38.98981  2122.47  9647.32 2.85 1.91 -78.2 -0.398 18.60 19.31 04a59975o0700o
59975.918976  13.350  0.003 16590   48 o  0 322.96 123.84708 -38.98981  9096.20  1203.76 2.33 2.05 -54.7 -0.435 19.22 20.28 03a59976o0317o
59975.922206  13.332  0.003 16867   48 o  0 338.26 123.84708 -38.98981  9080.65  1164.49 2.32 2.06 -52.8 -0.446 19.25 20.31 03a59976o0324o
59975.951093  13.340  0.003 16745   47 o  0 277.48 123.84708 -38.98981  1414.06  9309.57 2.45 2.16 -53.0 -0.419 19.25 20.30 03a59976o0383o
59975.978424  13.328  0.003 16940   48 o  0 212.22 123.84708 -38.98981  1392.29  9430.72 2.60 2.28 -52.2 -0.425 19.22 20.40 03a59976o0441o
59975.995983  13.324  0.003 16999   48 o  0 256.23 123.84708 -38.98981  1434.31  9372.87 2.55 2.19 -53.6 -0.432 19.36 20.62 03a59976o0477o
59976.194037  13.333  0.003 16863   51 o  0 315.13 123.84708 -38.98981  9431.28  3307.63 2.51 2.12 -18.9 -0.419 18.98 19.97 04a59976o0386o
59976.228143  13.332  0.003 16868   50 o  0 356.77 123.84708 -38.98981  9446.24  3321.93 2.44 2.10 -23.8 -0.431 19.04 20.08 04a59976o0459o
59976.231753  13.342  0.003 16714   49 o  0 456.05 123.84708 -38.98981  9388.18  3238.51 2.42 2.06 -25.3 -0.423 19.11 20.12 04a59976o0467o
59976.256628  13.335  0.003 16821   50 o  0 446.61 123.84708 -38.98981  9360.17  3343.89 2.44 1.98 -26.0 -0.430 19.25 20.48 04a59976o0520o
59977.205996  13.370  0.003 16295   50 o  0 219.97 123.84708 -38.98981  4511.61  7197.32 2.27 1.94 -65.4 -0.427 18.92 19.71 04a59977o0415o
59977.209151  13.388  0.003 16021   48 o  0 361.96 123.84708 -38.98981  4529.86  7233.21 2.38 1.96 -67.6 -0.413 18.92 19.78 04a59977o0422o
59977.214692  13.384  0.003 16078   48 o  0 232.19 123.84708 -38.98981  4472.04  7151.33 2.32 2.02 -71.0 -0.406 18.89 19.89 04a59977o0434o
59977.224464  13.387  0.003 16040   48 o  0 458.20 123.84708 -38.98981  4451.84  7260.31 2.36 1.89 -73.9 -0.427 18.95 19.88 04a59977o0455o
59978.123898  13.364  0.003 16390   52 o  0  92.48 123.84708 -38.98981  6237.41  3407.66 2.28 2.14 -42.6 -0.411 18.66 19.41 04a59978o0231o
59978.125699  13.374  0.003 16231   53 o  0 128.65 123.84708 -38.98981  6220.34  3369.52 2.25 2.04 -35.8 -0.426 18.70 19.41 04a59978o0235o
59978.128853  13.372  0.003 16262   52 o  0 230.89 123.84708 -38.98981  6280.70  3447.24 2.18 1.99 -37.9 -0.430 18.71 19.41 04a59978o0242o
59978.134259  13.367  0.003 16335   53 o  0 158.13 123.84708 -38.98981  6304.73  3331.66 2.19 2.03 -32.7 -0.434 18.72 19.41 04a59978o0254o
59978.923283  13.354  0.003 16542   52 o  0  74.21 123.84708 -38.98981  1452.80  9349.98 2.68 2.36 -47.1 -0.406 18.80 19.49 03a59979o0235o
59978.927237  13.359  0.003 16464   50 o  0 102.43 123.84708 -38.98981  1469.87  9388.91 2.85 2.49 -41.1 -0.393 18.75 19.49 03a59979o0243o
59978.957659  13.357  0.003 16483   52 o  0  48.87 123.84708 -38.98981  1416.53  9311.49 2.83 2.53 -52.3 -0.402 18.72 19.47 03a59979o0307o
59978.985956  13.362  0.003 16420   53 o  0  43.61 123.84708 -38.98981  1395.64  9432.87 3.03 2.70 -50.3 -0.405 18.64 19.42 03a59979o0367o
59979.952851  13.344  0.003 16686   53 o  0  85.28 123.84708 -38.98981  1451.38  9350.66 2.67 2.37 -51.6 -0.419 18.76 19.33 03a59980o0413o
59979.956121  13.344  0.003 16690   52 o  0 117.70 123.84708 -38.98981  1468.91  9389.41 2.65 2.30 -51.9 -0.410 18.79 19.32 03a59980o0420o
59979.961605  13.359  0.003 16466   52 o  0 109.63 123.84708 -38.98981  1414.28  9312.59 2.68 2.39 -51.4 -0.399 18.80 19.32 03a59980o0432o
59979.971631  13.340  0.003 16754   54 o  0  79.07 123.84708 -38.98981  1390.70  9430.07 2.64 2.32 -55.1 -0.420 18.76 19.30 03a59980o0453o
59980.169997  13.353  0.003 16543   56 o  0 143.38 123.84708 -38.98981  4504.90  7221.78 2.34 1.96 -68.7 -0.421 18.53 19.01 04a59980o0331o
59980.203700  13.358  0.003 16481   52 o  0 345.22 123.84708 -38.98981  4526.68  7230.99 2.35 1.87 -73.6 -0.422 18.55 19.02 04a59980o0404o
59980.206868  13.360  0.003 16447   52 o  0 277.75 123.84708 -38.98981  4469.11  7150.69 2.32 1.87 -74.4 -0.415 18.60 19.02 04a59980o0411o
59980.234642  13.352  0.003 16562   55 o  0 161.92 123.84708 -38.98981  4448.11  7247.38 2.32 1.89 -80.7 -0.422 18.57 19.02 04a59980o0471o
59981.172948  13.342  0.003 16715   58 o  0  91.64 123.84708 -38.98981  4507.44  7215.49 2.37 2.06 -85.4 -0.407 18.38 18.77 04a59981o0247o
59981.176102  13.348  0.003 16634   58 o  0  71.41 123.84708 -38.98981  4528.31  7252.60 2.59 2.21 -68.7 -0.380 18.32 18.77 04a59981o0254o
59981.182217  13.350  0.003 16599   58 o  0  94.60 123.84708 -38.98981  4469.85  7169.89 2.48 2.07 -69.8 -0.401 18.34 18.77 04a59981o0267o
59981.193081  13.361  0.003 16428   57 o  0 127.36 123.84708 -38.98981  4451.68  7275.76 2.39 1.96 -75.0 -0.408 18.37 18.76 04a59981o0289o
59982.201464  13.409  0.003 15723   55 o  0 190.58 123.84708 -38.98981  4507.90  7187.43 2.32 1.94 -71.9 -0.401 18.53 18.96 04a59982o0411o
59982.204619  13.388  0.003 16031   51 o  0 179.67 123.84708 -38.98981  4525.64  7223.95 2.31 1.86 -75.4 -0.408 18.55 18.90 04a59982o0418o
59982.211387  13.408  0.004 15738   56 o  0 140.03 123.84708 -38.98981  4468.32  7141.52 2.31 1.94 -76.7 -0.410 18.53 18.88 04a59982o0433o
59982.222954  13.380  0.003 16140   54 o  0 152.66 123.84708 -38.98981  4446.40  7249.63 2.22 1.84 -78.5 -0.421 18.53 18.90 04a59982o0458o
59982.383409  13.424  0.005 15502   72 o  0 108.48 123.84708 -38.98981  4415.11  7188.90 2.30 1.84 -78.1 -0.397 17.85 17.87 04a59982o0791o
59983.911409  13.332  0.003 16877   47 o  0 418.22 123.84708 -38.98981  5439.34  3410.79 2.21 1.99 -48.3 -0.429 19.08 19.93 03a59984o0316o
59983.921604  13.353  0.004 16549   70 o  0  79.19 123.84708 -38.98981  5457.50  3450.86 2.18 1.98 -48.6 -0.440 18.22 18.65 03a59984o0338o
59983.925091  13.232  0.064 18499 1184 o  0   1.02 123.84708 -38.98981  5401.07  3372.10 2.34 2.14 -20.7 -0.409 14.38 14.04 03a59984o0345o
59984.178708  13.342  0.003 16719   49 o  0 574.81 123.84708 -38.98981  4509.88  7201.86 2.24 1.90 -71.5 -0.438 18.90 19.61 04a59984o0363o
59984.183316  13.322  0.003 17036   53 o  0 230.47 123.84708 -38.98981  4528.62  7235.96 2.25 1.84 -73.9 -0.436 18.90 19.57 04a59984o0373o
59984.188757  13.340  0.003 16751   49 o  0 252.34 123.84708 -38.98981  4470.27  7154.54 2.21 1.79 -79.5 -0.401 18.87 19.57 04a59984o0385o
59984.221936  13.379  0.003 16155   49 o  0 795.04 123.84708 -38.98981  4447.33  7246.94 2.21 1.78 -75.2 -0.434 18.88 19.53 04a59984o0457o
59985.923916  13.337  0.003 16793   47 o  0 204.51 123.84708 -38.98981  2161.40  9568.45 2.64 2.31 -49.5 -0.409 19.25 20.42 03a59986o0359o
59985.927070  13.318  0.003 17094   47 o  0 174.99 123.84708 -38.98981  2176.67  9599.08 2.72 2.36 -57.3 -0.404 19.22 20.40 03a59986o0366o
59985.933946  13.325  0.003 16985   47 o  0 191.61 123.84708 -38.98981  2121.30  9503.36 2.58 2.18 -59.0 -0.405 19.29 20.39 03a59986o0381o
59985.944742  13.321  0.003 17040   48 o  0 174.67 123.84708 -38.98981  2096.70  9591.16 2.73 2.33 -52.4 -0.408 19.27 20.36 03a59986o0403o
59987.175529  13.353  0.003 16551   52 o  0 247.51 123.84708 -38.98981  8326.96  7042.22 2.46 2.14 -38.2 -0.436 19.06 20.31 04a59987o0351o
59987.179143  13.385  0.003 16074   52 o  0 314.83 123.84708 -38.98981  8345.79  7079.06 2.50 2.07 -25.9 -0.458 19.01 20.38 04a59987o0358o
59987.185045  13.315  0.003 17132   51 o  0 497.41 123.84708 -38.98981  8286.80  6996.18 2.35 2.07 -30.6 -0.445 19.09 20.18 04a59987o0371o
