#Data from LCO Program DDT2021B-003
#PI S. Ertel
#Time in MJD
#Colours and uncertainties in Magnitudes
#Filters SDSS gp,rp,ip
Time,mg,ug,mr,ur,mi,ui,mz,uz,g-r,Err g-r,r-i,Err r-i,g-z,Err g-z,r-z,Err r-z
59577.4670162,14.897246209892916,0.004791936780246721,13.95819657177265,0.0031189014182746487,13.60557675281958,0.0027759471992240933,13.528024106031562,0.0027596520516320272,0.9390496381202666,0.005717534797690079,0.3526198189530696,0.004175335784077216,1.369222103861354,0.005529768309066679,0.43017246574108725,0.004164519840628986
59577.6161323,14.92691004067396,0.004419488494836473,13.949508453189686,0.003005473306132301,13.612165183641602,0.0026217476434647648,13.459096886964092,0.002531837134921942,0.9774015874842732,0.005344599924210023,0.337343269548084,0.003988286662200558,1.4678131537098675,0.0050933366110793915,0.49041156622559434,0.003929767050557014
59577.8353836,15.05812997151824,0.006368616975117198,14.007836575381829,0.0038578982869087977,13.649435286420951,0.003132700511518298,-99.0,-99.0,1.0502933961364107,0.007445982901396212,0.3584012889608772,0.00496962691627861,-99.0,-99.0,-99.0,-99.0
59577.8660238,15.067844905942376,0.006066160356440654,14.02145740103467,0.0038320459309424708,13.668906772632376,0.0030909674300778436,13.529880642098806,0.0028359722783536582,1.046387504907706,0.007175156966011611,0.35255062840229456,0.0049232769240267985,1.5379642638435698,0.006696345289308388,0.4915767589358637,0.004767317356799649
59578.1161036,15.03180449749727,0.004549703340139958,14.00273864948989,0.003154025694197052,13.619080480106406,0.0025868014697836375,13.546992166383966,0.0025259503082588814,1.029065848007379,0.005536034552180458,0.38365816938348374,0.004079144508806961,1.4848123311133037,0.005203866393660951,0.4557464831059246,0.00404082949893315
59578.3341316,15.023741352021542,0.005221714930317713,14.042361315416432,0.003224025991747577,13.656663020674287,0.0026299179403492614,13.573160409359946,0.0025474799948834973,0.9813800366051098,0.006136827389536622,0.385698294742145,0.004160626391354414,1.4505809426615954,0.0058099880497152956,0.4692009060564857,0.0041090142272564075
59578.5424228,15.111814802892912,0.005063711161106098,14.063843743148105,0.0032895012478137177,13.692150648119947,0.0028328594702907387,13.5256407232343,0.00269366866866836,1.0479710597448069,0.006038376369727087,0.3716930950281583,0.00434118776808651,1.586174079658612,0.005735592525596292,0.538203019913805,0.0042516666562577065
59578.5841393,15.102948217648276,0.0048048532952490106,14.101864138689951,0.003203427202883993,13.696821916029233,0.0027534245884065136,-99.0,-99.0,1.0010840789583249,0.005774821298797257,0.4050422226607182,0.004224132195873934,-99.0,-99.0,-99.0,-99.0
59578.8336785,15.151968732799714,0.006893109437733261,14.093111662328235,0.004196137741088292,13.71622766440319,0.003810259952003842,13.63466777943297,0.003898264647184004,1.058857070471479,0.008069853137619848,0.3768839979250451,0.005667949615516168,1.5173009533667443,0.007919054550895074,0.4584438828952653,0.0057274810520568445
59579.0908586,15.270828963277753,0.00536176920540595,14.143600314080045,0.003498720489477992,13.730809247418996,0.002769477293094836,13.613824071233775,0.0026281318480953345,1.1272286491977077,0.006402313181619021,0.4127910666610486,0.00446217990901992,1.657004892043977,0.0059712348825860595,0.5297762428462693,0.004375856724627317
59579.3151668,15.333775461910903,0.006086500517625182,14.21940944382696,0.003439541557818042,13.779924074328791,0.0027298123616971764,13.611768774172816,0.0025368409381298,1.1143660180839436,0.006991132574841431,0.4394853694981684,0.0043911640436257995,1.7220066877380873,0.006594016264494871,0.6076406696541437,0.004273875065245666
59579.542453,15.444684527273038,0.006030257176387177,14.277782799563017,0.0035875456832078667,13.84128684242203,0.0031267694130249647,13.671795875237684,0.003085141359378314,1.1669017277100213,0.007016728984539196,0.43649595714098766,0.004758904389807793,1.7728886520353537,0.006773632616308307,0.6059869243253324,0.0047316573456295495
59579.82993,15.521301807356375,0.01021746607662429,14.292809468291205,0.005214067926420674,13.850014279654673,0.004233217946115316,13.625777500847509,0.004150886827985599,1.2284923390651699,0.011470968458168515,0.44279518863653244,0.00671614759520974,1.8955243065088663,0.011028439349505101,0.6670319674436964,0.006664560435623128
59580.0840274,15.684979953727083,0.00918520792072795,14.342534954092132,0.0046441156223408055,13.871295936667286,0.0035170014242837297,-99.0,-99.0,1.3424449996349512,0.010292514486784723,0.4712390174248462,0.005825556534107597,-99.0,-99.0,-99.0,-99.0
59581.8339561,15.719227664910221,0.011746050447093776,14.414549588666153,0.005062503115653061,13.875109305742987,0.004075681810982572,-99.0,-99.0,1.304678076244068,0.01279056835725719,0.5394402829231666,0.006499239957131228,-99.0,-99.0,-99.0,-99.0
59583.8340335,15.209712978482823,0.007482092991956671,14.092646184340188,0.0042523842957909366,13.648756544191285,0.003910851450542272,-99.0,-99.0,1.1170667941426355,0.008606072724499631,0.4438896401489032,0.005777329077289779,-99.0,-99.0,-99.0,-99.0
59585.8367186,15.620025524163614,0.009773769867461004,14.373430459955292,0.004925863944042914,13.884362995344716,0.004202422383735615,-99.0,-99.0,1.2465950642083214,0.010944894381277085,0.48906746461057615,0.006474912314969535,-99.0,-99.0,-99.0,-99.0
59588.0154056,15.51681180902776,0.007919012491076438,14.269352185910703,0.004336038577451484,13.820641456257102,0.0034567099728149914,-99.0,-99.0,1.2474596231170558,0.00902839904850091,0.4487107296536017,0.005545274959937163,-99.0,-99.0,-99.0,-99.0
59590.0955195,15.365730900753732,0.008273448961338982,14.230552738452237,0.004438286018049455,13.781231654472757,0.0034557452035820727,-99.0,-99.0,1.1351781623014947,0.009388734765339489,0.44932108397948056,0.005624994016894044,-99.0,-99.0,-99.0,-99.0
59592.0522571,14.827013335769067,0.006225471517067708,13.91872064697154,0.0039021216173547426,13.605089256705423,0.0032424012678204032,-99.0,-99.0,0.9082926887975269,0.007347315749744835,0.3136313902661172,0.005073432674057137,-99.0,-99.0,-99.0,-99.0
59595.8340413,15.228098496039209,0.012347814655517396,14.17188794301474,0.005676287779781028,13.806706709904294,0.0044668229033999396,-99.0,-99.0,1.056210553024469,0.013590024640371394,0.36518123311044626,0.007223070663452608,-99.0,-99.0,-99.0,-99.0
59598.1086595,14.986134337469526,0.0069720594822695854,13.952561256518058,0.003931958665616904,13.600022593273701,0.002993229204678156,-99.0,-99.0,1.0335730809514683,0.008004368330632037,0.35253866324435634,0.004941631311607341,-99.0,-99.0,-99.0,-99.0
59600.1007167,14.872935314354983,0.009475988484076563,13.948551767111862,0.004843006845049389,13.610655535484714,0.003707003138067398,-99.0,-99.0,0.9243835472431208,0.01064185477496977,0.3378962316271483,0.00609890052114615,-99.0,-99.0,-99.0,-99.0
59601.9194404,14.97516565507863,0.007576829504866245,13.981879839833264,0.004196935428699671,13.630145715001007,0.003276285910962487,-99.0,-99.0,0.9932858152453665,0.00866155946342725,0.35173412483225697,0.005324313698782763,-99.0,-99.0,-99.0,-99.0
59604.0396102,14.885476897246445,0.008092097952862205,13.90105920972141,0.004393549150189783,13.575612621892345,0.0034111263039014335,-99.0,-99.0,0.9844176875250348,0.009207894624388903,0.3254465878290649,0.005562288809141577,-99.0,-99.0,-99.0,-99.0
59605.8586163,14.788997343877254,0.00573246357062383,13.865854837032328,0.003619789555722302,13.5665401097415,0.00297667396870036,-99.0,-99.0,0.9231425068449255,0.006779676615904741,0.2993147272908292,0.004686519427427417,-99.0,-99.0,-99.0,-99.0
59607.8340549,14.820565949693695,0.005403254145050605,13.871194269768575,0.003642088894873802,13.595722773796659,0.0030374373040585366,-99.0,-99.0,0.94937167992512,0.0065161312812258175,0.27547149597191556,0.004742450515740725,-99.0,-99.0,-99.0,-99.0
