#Data from LCO Program DDT2021B-003
#PI S. Ertel
#Time in MJD
#Source brightness and uncertaintiy in Magnitudes
#Filters SDSS gp,rp,ip and PANSTARRS Z
Time,Mag,MagErr,Filter
59539.2308002,13.99048663811673,0.004060410235577546,zs
59539.3127494,16.429136820324395,0.02026913480323485,gp
59539.3131087,15.008791003962429,0.007891219442565848,rp
59539.3134796,14.39007115875929,0.004798841400215891,ip
59539.313978,14.093342886525287,0.00409260232620235,zs
59540.2220414,16.34000126831178,0.01930623717791029,gp
59540.2224007,14.746079060741044,0.006224109769474907,rp
59540.2227717,14.11318024789772,0.0038194834761341653,ip
59540.2232702,13.898853376075177,0.0032624409547835007,zs
59540.2817699,16.257530782557676,0.017163422301861048,gp
59540.2821293,14.708732004058184,0.00584943937351767,rp
59540.2825002,14.079890004766419,0.0036490868792829357,ip
59540.2829987,13.797551566044744,0.0031117228155804846,zs
59540.3441782,16.19441587321307,0.01345017547020206,gp
59540.3445375,14.63493743623534,0.005199474057131578,rp
59540.34492,14.043354610280183,0.0034447737695344548,ip
59540.3454069,13.799066830395168,0.0030130698242468766,zs
59541.226573,16.061913261588423,0.01913483988777027,gp
59541.2269324,14.554628422663553,0.006588055005346332,rp
59541.227315,13.947913523950094,0.004610791645003307,ip
59541.2328098,16.096473294252178,0.02073020179443545,gp
59541.2331576,14.554762666031593,0.008056411229408152,rp
59541.2340386,13.715282036931713,0.006177035064497012,zs
59541.2841764,16.150586354530546,0.02854244767370604,gp
59541.2845358,14.512301945707325,0.009179214064055549,rp
59541.2849068,13.955097818859786,0.004993234498098339,ip
59541.2854052,13.68061879065818,0.00389632733875129,zs
59541.3545723,16.031698210845647,0.013651665530898407,gp
59541.3549319,14.503272107051059,0.0047536572853556945,rp
59541.3553145,13.929907841080258,0.003280778258545085,ip
59541.3558129,13.666677232374484,0.002823780971815868,zs
59541.9202077,15.921442048969872,0.026920245514771617,gp
59541.9205676,14.494207494446401,0.00890698399174004,rp
59541.9209501,13.905291576693111,0.0064418882415065385,ip
59541.9214376,13.69269172503818,0.005663291054146415,zs
59542.2192614,15.633680296331114,0.00984383236013511,gp
59542.2196207,14.26837816283698,0.004495783173208193,rp
59542.2200031,13.75025026145154,0.0033513420892352054,ip
59542.22049,13.666449787488736,0.0027682713760938324,zs
59542.2866626,15.65045423192831,0.00858238070973849,gp
59542.2870219,14.265883615449285,0.00402170664285302,rp
59542.2873929,13.779846025468425,0.002874722966370195,ip
59542.2878913,13.58084525492558,0.002595888832364129,zs
59542.3467219,15.666301740538232,0.008349390352228389,gp
59542.3470697,14.259141478242865,0.003966244586043699,rp
59542.3474406,13.758275192085561,0.002938764035042065,ip
59542.347939,13.585484242669034,0.0025988855294739274,zs
59542.9448384,16.203610219936763,0.022799946358481437,gp
59542.9451861,14.6239600518408,0.006974541849309035,rp
59542.9455687,14.027963085050434,0.005111179858629837,ip
59545.3024753,15.076598787347613,0.004868529864584543,gp
59545.3028347,14.007389783443777,0.003245118131174134,rp
59545.3032057,13.641769985375799,0.002622591874201729,ip
59548.0954961,15.621475095449046,0.009751353664537877,gp
59548.0958903,14.295334270146592,0.004529703253528821,rp
59548.0963075,9.021628756575016,0.004913929589364456,ip
59549.936175,15.2629538593986,0.008180537296895938,gp
59549.936523,14.124235807430386,0.0044357582215500185,rp
59549.9369059,13.68896769032319,0.00369402923311671,ip
59551.0039894,15.603526414875839,0.01158345222818898,gp
59551.0043487,14.271386051384658,0.005315589196661144,rp
59551.004766,13.782475268977574,0.00431661407279937,ip
59552.1785567,15.153740162451971,0.005104749185527523,gp
59552.1789044,13.998714810022916,0.0032526864767677753,rp
59552.1792986,13.566421604687662,0.002729219754699886,ip
59553.1745514,14.873958442193132,0.004272498409790133,gp
59553.1748991,13.845302921231182,0.002965743999791654,rp
59553.1752816,13.509518652743445,0.002467329039097762,ip
59554.1775149,14.513053635915563,0.004582420903380384,gp
59554.1778742,13.687798131507812,0.002997358961496543,rp
59554.1782568,13.410391121981792,0.0028300141898966865,ip
59555.2187186,14.649931966561006,0.004519999777433169,gp
59555.2190664,13.759146362540282,0.0028454597656306555,rp
59555.2194373,13.453286590195026,0.0024157953087234774,ip
59556.1771841,14.387861697710859,0.0033633808031910076,gp
59556.1775435,13.638450908793468,0.002715131831375561,rp
59556.177926,13.370676261444249,0.002467130871679674,ip
59557.21238,14.36396375728632,0.0031451026859913266,gp
59557.2127393,13.597223553194713,0.002589602481601911,rp
59557.2131218,13.372932919963747,0.0022417010849636603,ip
59557.9687863,14.713160206921541,0.006142362244596102,gp
59558.1874803,14.738397284822426,0.004009547926261731,gp
59558.1878281,13.80695706245016,0.002915791705734883,rp
59558.1882107,13.47820792592331,0.0023851857545588,ip
59559.8841088,14.335338340098675,0.004493158566106153,gp
59559.8844565,13.592941073489893,0.003178359297054116,rp
59559.884839,13.367093869053079,0.002780440459290233,ip
59562.136995,14.261488181868483,0.004598114532497774,gp
59562.1373428,13.58834007722489,0.0029577963765093102,rp
59562.1377253,13.33001422149957,0.002669426200188506,ip
59563.8732228,14.356141334680316,0.005758066038272495,gp
59563.8735822,13.622510359154477,0.003604679247780356,rp
59563.8739531,13.388601782680281,0.00299318878906581,ip
59565.8709088,14.52127143804164,0.010978020015736731,gp
59565.8712681,13.708215894520272,0.005453333517067328,rp
59565.8716519,13.426798542761228,0.004314641237264748,ip
59568.018519,14.320760344232644,0.005531252630973729,gp
59568.0188784,13.613537829740386,0.0034835427135084013,rp
59568.0192493,13.401942423691887,0.002941195495141064,ip
59569.0659248,14.308491350772561,0.0066583595245188676,gp
59569.0662841,13.6299892086585,0.0038943760044762707,rp
59569.0666551,13.387699002543677,0.0032128445192559827,ip
59570.1266405,14.27577089022405,0.006462529147310226,gp
59570.1269883,13.588064623673061,0.0038256291390595864,rp
59570.1273592,13.346509432348412,0.00327769246399214,ip
59572.1094994,14.663423167397296,0.00403043339421543,gp
59572.1098472,13.804267120714895,0.002963243117115854,rp
59572.1102297,13.498028427057367,0.0025000970451071877,ip
59572.5868371,14.94632711223193,0.0059499779274717205,gp
59572.5871965,13.971948544321728,0.0035778063607761683,rp
59572.5875906,13.60047181493809,0.0031226278649482625,ip
59573.4775309,15.401250762353428,0.01131101023201088,gp
59573.4778905,14.22022608821621,0.006471014460297269,rp
59573.4782618,13.776937946250872,0.005065493838817017,ip
59573.4787607,13.62415156768309,0.005273569073711768,zs
59573.6157603,15.288877846168583,0.005889766000179426,gp
59573.61612,14.121471093483796,0.003470744795894451,rp
59573.6165025,13.69479117541799,0.0029026519154966178,ip
59573.6170011,13.552833144194928,0.00258808877351433,zs
59573.8966727,15.17692343437229,0.006993436081145643,gp
59573.897032,14.068347811919239,0.004176881845779032,rp
59573.8974146,13.67642144835172,0.0035986929451881002,ip
59573.8979014,13.63832309788113,0.0038726921396877965,zs
59573.8981333,15.119962388592658,0.007461635905183423,gp
59573.8984694,14.061599864291527,0.004548624330801678,rp
59573.898852,13.687022797259175,0.005807256669558849,ip
59574.0982621,15.10074892096375,0.01074930591288073,gp
59574.0985751,15.085251133771376,0.008432313774955227,gp
59574.0989228,14.070927889856435,0.004617220711815753,rp
59574.0992937,13.696857238310253,0.004056741601878735,ip
59574.1229643,15.034710200558457,0.007860230261919248,gp
59574.1233237,14.066660157979385,0.009490212276894104,rp
59574.1236946,13.608920915154744,0.009093169319333775,ip
59574.1241815,13.685884617649688,0.006010013262916274,zs
59574.6156239,14.890949441130655,0.013577568835991096,gp
59574.6159717,13.93294194264145,0.010390783413878184,rp
59574.6163542,13.613025081727518,0.016559196446656977,ip
59574.6168526,13.466015276437908,0.030247324299454363,zs
59576.1111395,14.922553159903542,0.005211789098172549,gp
59576.1114988,13.980772809139513,0.0032303693091763753,rp
59576.1118698,13.616815044336093,0.0025689356866108962,ip
59576.1154519,14.92000214716388,0.005215534761925234,gp
59576.1157997,13.982824610708096,0.003207553131228042,rp
59576.1161707,13.634235803968318,0.002567128283733495,ip
59576.1166691,13.497227973087002,0.0024687182566020443,zs
59576.4695224,15.060844845254405,0.005906065968482373,gp
59576.4698818,14.00563119900608,0.003631395099530768,rp
59576.4702875,13.622976614092638,0.0035992268034685964,ip
59576.4707859,13.437646646868485,0.004090527570815497,zs
59576.5838549,15.084246672340397,0.005044881306146704,gp
59576.5842374,14.03522669727732,0.0031508708784066656,rp
59576.5846664,13.641094451708508,0.0027942544648592842,ip
59577.2131702,14.924577973175195,0.004091592956415152,gp
59577.2135296,13.935593121591829,0.0029662245574849297,rp
59577.213912,13.594587478185476,0.002375289818436352,ip
59577.2144105,13.460719177807004,0.002208821726888855,zs
59577.4666569,14.897246209892916,0.004791936780246721,gp
59577.4670162,13.95819657177265,0.0031189014182746487,rp
59577.4673871,13.60557675281958,0.0027759471992240933,ip
59577.4678857,13.528024106031562,0.0027596520516320272,zs
59577.6157727,14.92691004067396,0.004419488494836473,gp
59577.6161323,13.949508453189686,0.003005473306132301,rp
59577.6165152,13.612165183641602,0.0026217476434647648,ip
59577.6170025,13.459096886964092,0.002531837134921942,zs
59577.8350242,15.05812997151824,0.006368616975117198,gp
59577.8353836,14.007836575381829,0.0038578982869087977,rp
59577.8357661,13.649435286420951,0.003132700511518298,ip
59577.8656761,15.067844905942376,0.006066160356440654,gp
59577.8660238,14.02145740103467,0.0038320459309424708,rp
59577.8663948,13.668906772632376,0.0030909674300778436,ip
59577.8668932,13.529880642098806,0.0028359722783536582,zs
59578.1157443,15.03180449749727,0.004549703340139958,gp
59578.1161036,14.00273864948989,0.003154025694197052,rp
59578.1164862,13.619080480106406,0.0025868014697836375,ip
59578.1169846,13.546992166383966,0.0025259503082588814,zs
59578.3337722,15.023741352021542,0.005221714930317713,gp
59578.3341316,14.042361315416432,0.003224025991747577,rp
59578.3345025,13.656663020674287,0.0026299179403492614,ip
59578.3350009,13.573160409359946,0.0025474799948834973,zs
59578.5420635,15.111814802892912,0.005063711161106098,gp
59578.5424228,14.063843743148105,0.0032895012478137177,rp
59578.5427937,13.692150648119947,0.0028328594702907387,ip
59578.5432921,13.5256407232343,0.00269366866866836,zs
59578.58378,15.102948217648276,0.0048048532952490106,gp
59578.5841393,14.101864138689951,0.003203427202883993,rp
59578.5845218,13.696821916029233,0.0027534245884065136,ip
59578.833122,15.156034441477193,0.025336275201203115,gp
59578.8333307,15.151968732799714,0.006893109437733261,gp
59578.8336785,14.093111662328235,0.004196137741088292,rp
59578.8340494,13.71622766440319,0.003810259952003842,ip
59578.8345479,13.63466777943297,0.003898264647184004,zs
59579.0905108,15.270828963277753,0.00536176920540595,gp
59579.0908586,14.143600314080045,0.003498720489477992,rp
59579.0912416,13.730809247418996,0.002769477293094836,ip
59579.09174,13.613824071233775,0.0026281318480953345,zs
59579.3148307,15.333775461910903,0.006086500517625182,gp
59579.3151668,14.21940944382696,0.003439541557818042,rp
59579.3155494,13.779924074328791,0.0027298123616971764,ip
59579.3160362,13.611768774172816,0.0025368409381298,zs
59579.5420933,15.444684527273038,0.006030257176387177,gp
59579.542453,14.277782799563017,0.0035875456832078667,rp
59579.5428359,13.84128684242203,0.0031267694130249647,ip
59579.5433347,13.671795875237684,0.003085141359378314,zs
59579.8295822,15.521301807356375,0.01021746607662429,gp
59579.82993,14.292809468291205,0.005214067926420674,rp
59579.8303136,13.850014279654673,0.004233217946115316,ip
59579.8308004,13.625777500847509,0.004150886827985599,zs
59580.0836913,15.684979953727083,0.00918520792072795,gp
59580.0840274,14.342534954092132,0.0046441156223408055,rp
59580.0844568,13.871295936667286,0.0035170014242837297,ip
59581.8335967,15.719227664910221,0.011746050447093776,gp
59581.8339561,14.414549588666153,0.005062503115653061,rp
59581.834327,13.875109305742987,0.004075681810982572,ip
59583.8336854,15.209712978482823,0.007482092991956671,gp
59583.8340335,14.092646184340188,0.0042523842957909366,rp
59583.834416,13.648756544191285,0.003910851450542272,ip
59585.8363593,15.620025524163614,0.009773769867461004,gp
59585.8367186,14.373430459955292,0.004925863944042914,rp
59585.8370897,13.884362995344716,0.004202422383735615,ip
59588.0150462,15.51681180902776,0.007919012491076438,gp
59588.0154056,14.269352185910703,0.004336038577451484,rp
59588.0157881,13.820641456257102,0.0034567099728149914,ip
59590.0951718,15.365730900753732,0.008273448961338982,gp
59590.0955195,14.230552738452237,0.004438286018049455,rp
59590.095902,13.781231654472757,0.0034557452035820727,ip
59592.0518976,14.827013335769067,0.006225471517067708,gp
59592.0522571,13.91872064697154,0.0039021216173547426,rp
59592.0526396,13.605089256705423,0.0032424012678204032,ip
59595.8336935,15.228098496039209,0.012347814655517396,gp
59595.8340413,14.17188794301474,0.005676287779781028,rp
59595.8344238,13.806706709904294,0.0044668229033999396,ip
59598.1083001,14.986134337469526,0.0069720594822695854,gp
59598.1086595,13.952561256518058,0.003931958665616904,rp
59598.109042,13.600022593273701,0.002993229204678156,ip
59600.1003574,14.872935314354983,0.009475988484076563,gp
59600.1007167,13.948551767111862,0.004843006845049389,rp
59600.1010876,13.610655535484714,0.003707003138067398,ip
59601.9190811,14.97516565507863,0.007576829504866245,gp
59601.9194404,13.981879839833264,0.004196935428699671,rp
59601.9198229,13.630145715001007,0.003276285910962487,ip
59604.0392508,14.885476897246445,0.008092097952862205,gp
59604.0396102,13.90105920972141,0.004393549150189783,rp
59604.0399812,13.575612621892345,0.0034111263039014335,ip
59605.8582569,14.788997343877254,0.00573246357062383,gp
59605.8586163,13.865854837032328,0.003619789555722302,rp
59605.8589989,13.5665401097415,0.00297667396870036,ip
59607.8336608,14.820565949693695,0.005403254145050605,gp
59607.8340549,13.871194269768575,0.003642088894873802,rp
59607.8344606,13.595722773796659,0.0030374373040585366,ip
59610.0419991,15.430806738437411,0.005803495736999008,gp
59610.0423469,14.252122509902966,0.003652068800302745,rp
59610.0427294,13.80582014998091,0.0028669528597947973,ip
